Name;Class;Role;Tier;Score;Trend;Win %;Role %;Pick %;Ban %;KDA;Patch
Rengar;Assassin;JUNGLE;S;56.31;3.23;50.99%;82.29%;5.64%;18.33%;2.4;patch_13.10
Rengar;Assassin;TOP;C;39.87;2.44;50.92%;14.15%;1.06%;18.33%;2.01;patch_13.10
Riven;Fighter;TOP;A;54.16;-1.67;49.33%;87.75%;4.15%;1.35%;1.83;patch_13.10
Rumble;Fighter;MID;B;42.77;0.84;50.27%;40.05%;0.99%;0.79%;2.36;patch_13.10
Rumble;Fighter;TOP;D;31.36;-1.64;47.66%;46.56%;1.14%;0.79%;2.03;patch_13.10
Rumble;Fighter;JUNGLE;D;30.72;-2.73;45.20%;10.23%;0.26%;0.79%;2.6;patch_13.10
Ryze;Mage;MID;C;37.13;-3.36;47.00%;79.25%;1.35%;0.16%;2.21;patch_13.10
Ryze;Mage;TOP;D;24.71;4.35;47.78%;15.84%;0.26%;0.17%;1.89;patch_13.10
Samira;Marksman;ADC;A;51.23;11.51;50.53%;97.34%;7.88%;12.88%;2.21;patch_13.10
Sejuani;Tank;JUNGLE;A;49.42;-1.37;50.54%;83.93%;2.66%;0.57%;3.26;patch_13.10
Sejuani;Tank;TOP;D;34.5;2.89;50.77%;10.52%;0.33%;0.62%;2.26;patch_13.10
Senna;Marksman;SUPPORT;S;58.57;-1.23;51.20%;92.51%;7.53%;2.67%;2.53;patch_13.10
Seraphine;Mage;SUPPORT;B;47.63;0.09;49.62%;70.08%;3.85%;1.06%;2.37;patch_13.10
Seraphine;Mage;MID;B;45.96;3.34;51.48%;11.17%;0.55%;1.06%;2.82;patch_13.10
Seraphine;Mage;ADC;C;37.28;-7.55;54.21%;18.32%;0.88%;1.06%;2.96;patch_13.10
Sett;Fighter;TOP;God;66.29;2.48;50.45%;84.56%;5.55%;3.20%;1.71;patch_13.10
Shaco;Assassin;JUNGLE;A;53.03;-0.9;48.28%;75.23%;5.85%;16.73%;2.65;patch_13.10
Shaco;Assassin;SUPPORT;B;44.26;3.47;50.61%;16.52%;1.28%;16.73%;2.27;patch_13.10
Shen;Tank;TOP;S;58.45;0.44;51.06%;83.93%;3.11%;0.60%;2.92;patch_13.10
Shen;Tank;SUPPORT;C;39.21;0.0;48.49%;10.48%;0.40%;0.59%;2.53;patch_13.10
Shyvana;Fighter;JUNGLE;C;40.37;-3.36;49.51%;80.93%;1.30%;0.26%;2.43;patch_13.10
Shyvana;Fighter;TOP;D;27.45;0.64;49.31%;11.63%;0.19%;0.29%;1.86;patch_13.10
Singed;Tank;MID;A;51.46;1.25;55.07%;10.59%;0.23%;0.38%;2.83;patch_13.10
Singed;Tank;TOP;C;40.95;-2.24;50.52%;79.19%;1.65%;0.40%;2.0;patch_13.10
Sion;Tank;TOP;God;66.7;0.91;50.50%;80.16%;5.68%;3.21%;1.67;patch_13.10
Sion;Tank;MID;C;37.96;-0.52;50.57%;10.59%;0.71%;3.21%;1.46;patch_13.10
Sivir;Marksman;ADC;D;28.09;-3.53;49.74%;96.93%;2.51%;0.53%;2.37;patch_13.10
Skarner;Fighter;JUNGLE;C;41.04;-4.27;50.13%;74.78%;0.67%;0.15%;2.64;patch_13.10
Skarner;Fighter;TOP;D;26.29;-5.78;48.07%;20.42%;0.14%;0.15%;2.14;patch_13.10
Sona;Support;SUPPORT;A;54.36;-4.36;52.64%;98.07%;3.87%;0.25%;2.88;patch_13.10
Soraka;Support;SUPPORT;A;51.68;2.53;51.02%;95.71%;4.10%;1.11%;2.73;patch_13.10
Swain;Mage;MID;A;48.9;-1.71;52.42%;23.73%;1.25%;2.76%;2.64;patch_13.10
Swain;Mage;SUPPORT;A;48.63;0.84;50.53%;57.68%;3.57%;2.76%;2.33;patch_13.10
Sylas;Mage;MID;S;56.85;-1.72;49.70%;57.71%;5.92%;8.76%;2.12;patch_13.10
Sylas;Mage;JUNGLE;B;44.54;-3.55;49.17%;30.52%;3.04%;8.76%;2.44;patch_13.10
Syndra;Mage;MID;S;55.87;-0.99;50.50%;92.75%;5.28%;2.62%;2.26;patch_13.10
Tahm Kench;Support;TOP;C;40.13;-2.73;48.69%;62.33%;1.78%;0.85%;2.33;patch_13.10
Tahm Kench;Support;SUPPORT;C;38.92;1.96;48.50%;28.79%;0.69%;0.92%;2.26;patch_13.10
Taliyah;Mage;MID;C;41.31;-2.65;49.64%;66.93%;1.17%;0.34%;2.2;patch_13.10
Taliyah;Mage;JUNGLE;D;36.1;-2.37;47.92%;19.40%;0.34%;0.34%;2.63;patch_13.10
Talon;Assassin;MID;A;51.45;-5.57;50.53%;69.44%;3.84%;3.71%;2.23;patch_13.10
Talon;Assassin;JUNGLE;C;40.3;-2.43;48.85%;27.56%;1.60%;3.71%;2.49;patch_13.10
Taric;Support;SUPPORT;A;49.52;1.48;52.70%;90.37%;1.49%;0.26%;2.84;patch_13.10
Teemo;Marksman;TOP;S;62.05;0.35;50.91%;72.21%;4.50%;7.10%;1.69;patch_13.10
Thresh;Support;SUPPORT;God;69.09;-8.35;49.86%;97.54%;13.20%;5.62%;2.55;patch_13.10
Tristana;Marksman;MID;C;40.54;-1.83;49.84%;21.57%;1.11%;2.70%;2.0;patch_13.10
Tristana;Marksman;ADC;C;36.43;1.67;49.90%;74.38%;4.91%;2.70%;2.27;patch_13.10
Trundle;Fighter;JUNGLE;B;43.29;-5.1;50.28%;61.86%;1.61%;0.82%;2.59;patch_13.10
Trundle;Fighter;TOP;D;29.15;-1.41;49.54%;34.87%;0.71%;0.76%;1.53;patch_13.10
Tryndamere;Fighter;MID;B;46.24;0.57;54.26%;10.47%;0.30%;2.05%;2.04;patch_13.10
Tryndamere;Fighter;TOP;B;43.99;-4.41;50.36%;80.55%;2.38%;2.02%;1.75;patch_13.10
Twisted Fate;Mage;MID;B;47.02;1.4;48.52%;87.04%;3.82%;0.28%;2.16;patch_13.10
Twitch;Marksman;ADC;B;43.21;-2.75;51.02%;79.77%;5.71%;5.10%;2.4;patch_13.10
Twitch;Marksman;SUPPORT;C;38.21;6.08;48.45%;11.18%;0.73%;5.10%;2.03;patch_13.10
Udyr;Fighter;JUNGLE;B;47.48;0.69;51.45%;81.11%;2.58%;2.56%;2.52;patch_13.10
Udyr;Fighter;TOP;D;26.69;-1.32;48.65%;16.53%;0.53%;2.56%;1.62;patch_13.10
Urgot;Fighter;TOP;A;48.59;4.32;51.58%;92.76%;2.45%;0.93%;1.97;patch_13.10
Varus;Marksman;ADC;C;38.85;-9.71;49.71%;70.10%;5.92%;1.62%;2.23;patch_13.10
Varus;Marksman;TOP;C;38.04;0.0;50.27%;18.24%;1.42%;1.62%;1.87;patch_13.10
Vayne;Marksman;ADC;D;34.46;-8.46;48.72%;77.69%;5.61%;4.82%;1.99;patch_13.10
Vayne;Marksman;TOP;D;28.98;-7.25;47.91%;18.44%;1.20%;4.82%;1.5;patch_13.10
Veigar;Mage;MID;S;57.76;-3.69;50.95%;74.50%;5.62%;4.57%;2.17;patch_13.10
Veigar;Mage;ADC;D;27.15;-6.92;51.68%;13.50%;1.00%;4.99%;2.31;patch_13.10
Vel'Koz;Mage;SUPPORT;B;44.51;3.22;50.88%;64.57%;1.64%;0.41%;2.17;patch_13.10
Vel'Koz;Mage;MID;C;39.63;-6.01;48.73%;30.60%;0.70%;0.41%;2.47;patch_13.10
Vex;Mage;MID;A;52.13;3.12;51.62%;93.82%;3.24%;3.80%;2.34;patch_13.10
Vi;Fighter;JUNGLE;A;53.62;1.28;50.75%;95.48%;5.84%;2.79%;2.43;patch_13.10
Viego;Assassin;JUNGLE;A;53.5;1.61;49.28%;93.78%;6.98%;1.90%;2.44;patch_13.10
Viktor;Mage;MID;A;53.33;-0.3;50.97%;94.01%;4.33%;2.42%;2.17;patch_13.10
Vladimir;Mage;MID;A;50.95;2.38;49.97%;74.84%;3.78%;5.39%;2.33;patch_13.10
Vladimir;Mage;TOP;C;39.22;5.64;51.04%;23.05%;1.03%;5.39%;2.13;patch_13.10
Volibear;Fighter;JUNGLE;B;42.95;-2.69;50.89%;31.03%;1.10%;0.70%;2.53;patch_13.10
Volibear;Fighter;TOP;C;37.33;-6.29;48.04%;64.33%;2.29%;0.70%;1.65;patch_13.10
Warwick;Fighter;JUNGLE;B;44.56;-4.6;48.21%;68.10%;4.33%;5.26%;2.14;patch_13.10
Warwick;Fighter;TOP;C;37.46;-0.71;50.13%;28.93%;1.39%;5.26%;1.79;patch_13.10
Wukong;Fighter;JUNGLE;B;47.84;-3.13;50.22%;81.58%;3.30%;1.77%;2.72;patch_13.10
Wukong;Fighter;TOP;D;32.81;-1.46;49.99%;14.56%;0.58%;1.77%;2.03;patch_13.10
Xayah;Marksman;ADC;A;48.74;-2.38;50.71%;98.93%;7.71%;3.21%;2.35;patch_13.10
Xerath;Mage;SUPPORT;A;48.6;-3.95;50.03%;71.91%;3.73%;3.48%;2.47;patch_13.10
Xerath;Mage;MID;B;47.35;-1.45;50.17%;25.07%;1.25%;3.48%;3.13;patch_13.10
Xin Zhao;Fighter;JUNGLE;B;44.2;-1.25;50.41%;86.50%;2.55%;0.38%;2.27;patch_13.10
Yasuo;Fighter;MID;God;88.48;-0.08;49.61%;72.03%;13.90%;20.29%;1.76;patch_13.10
Yasuo;Fighter;TOP;A;48.67;3.09;48.28%;16.80%;3.18%;20.29%;1.52;patch_13.10
Yone;Assassin;MID;S;59.64;-0.62;49.91%;56.63%;7.05%;7.37%;1.91;patch_13.10
Yone;Assassin;TOP;S;59.06;3.11;49.81%;39.74%;4.56%;7.37%;1.68;patch_13.10
Yorick;Fighter;TOP;A;48.41;-1.23;50.42%;89.81%;3.17%;4.08%;1.5;patch_13.10
Yuumi;Support;SUPPORT;God;84.09;5.77;50.11%;99.29%;13.12%;23.39%;4.54;patch_13.10
Zac;Tank;JUNGLE;A;52.41;-2.96;51.11%;69.01%;2.88%;2.37%;3.53;patch_13.10
Zac;Tank;TOP;B;45.84;3.23;53.10%;16.42%;0.75%;2.37%;2.72;patch_13.10
Zed;Assassin;MID;God;77.16;-6.34;48.44%;84.65%;9.69%;29.46%;2.2;patch_13.10
Zeri;Marksman;ADC;God;80.32;32.64;51.80%;97.29%;12.61%;16.39%;2.58;patch_13.10
Ziggs;Mage;MID;B;45.31;-0.5;50.84%;62.40%;1.58%;0.28%;2.32;patch_13.10
Ziggs;Mage;SUPPORT;C;36.26;2.64;47.99%;12.40%;0.33%;0.32%;1.94;patch_13.10
Ziggs;Mage;ADC;D;32.49;-1.6;53.97%;25.30%;0.60%;0.28%;2.52;patch_13.10
Zilean;Support;MID;A;52.19;1.47;53.82%;13.69%;0.31%;0.61%;3.37;patch_13.10
Zilean;Support;SUPPORT;B;45.5;2.55;49.50%;80.60%;1.82%;0.60%;3.03;patch_13.10
Zoe;Mage;MID;A;51.23;0.59;50.75%;87.76%;3.10%;1.96%;2.59;patch_13.10
Zoe;Mage;SUPPORT;D;35.96;1.72;47.51%;10.21%;0.37%;2.00%;2.06;patch_13.10
Zyra;Mage;SUPPORT;A;48.25;2.95;51.96%;90.05%;2.63%;1.77%;2.12;patch_13.10
Aatrox;Fighter;TOP;God;74.64;-4.26;48.62%;92.39%;7.48%;5.38%;1.83;patch_13.11
Ahri;Mage;MID;God;82.14;0.78;50.69%;94.92%;11.31%;6.58%;2.6;patch_13.11
Akali;Assassin;MID;S;60.44;-1.17;48.67%;78.50%;6.74%;8.12%;2.29;patch_13.11
Akali;Assassin;TOP;C;36.94;-1.83;47.65%;20.40%;1.68%;8.12%;2.05;patch_13.11
Akshan;Marksman;MID;A;48.75;2.34;50.82%;68.79%;2.75%;5.64%;2.19;patch_13.11
Akshan;Marksman;TOP;C;36.41;0.49;50.01%;23.75%;0.97%;5.64%;1.94;patch_13.11
Alistar;Tank;SUPPORT;A;49.73;1.26;51.48%;94.50%;3.36%;0.84%;2.48;patch_13.11
Amumu;Tank;JUNGLE;B;45.81;-3.31;51.27%;54.27%;2.81%;2.78%;2.64;patch_13.11
Amumu;Tank;SUPPORT;B;42.02;-3.36;50.73%;44.34%;1.81%;2.78%;2.11;patch_13.11
Anivia;Mage;MID;A;52.69;1.76;52.76%;77.27%;2.07%;2.35%;2.75;patch_13.11
Anivia;Mage;SUPPORT;D;30.25;-9.26;46.83%;13.97%;0.33%;2.36%;2.11;patch_13.11
Annie;Mage;MID;A;57.06;1.55;52.15%;79.81%;4.13%;3.19%;2.41;patch_13.11
Annie;Mage;SUPPORT;C;39.9;-6.54;50.88%;16.67%;0.83%;3.19%;2.33;patch_13.11
Aphelios;Marksman;ADC;S;68.18;5.93;48.48%;98.04%;15.50%;5.33%;2.0;patch_13.11
Ashe;Marksman;ADC;S;63.17;27.47;52.39%;78.44%;10.57%;2.45%;2.4;patch_13.11
Ashe;Marksman;SUPPORT;C;35.44;-4.03;45.71%;18.79%;2.55%;2.45%;2.05;patch_13.11
Aurelion Sol;Mage;MID;A;53.52;-2.24;50.83%;87.80%;3.49%;6.92%;2.54;patch_13.11
Azir;Mage;MID;A;47.25;3.13;49.30%;90.86%;3.41%;0.66%;2.12;patch_13.11
Bard;Support;SUPPORT;B;46.28;3.15;50.55%;94.00%;2.30%;0.30%;2.9;patch_13.11
Bel'Veth;Fighter;JUNGLE;A;48.12;0.16;50.99%;89.26%;3.66%;5.19%;2.42;patch_13.11
Blitzcrank;Tank;SUPPORT;God;74.47;11.18;51.27%;97.05%;8.60%;23.55%;2.4;patch_13.11
Brand;Mage;SUPPORT;B;45.08;3.68;51.08%;75.82%;2.93%;3.37%;1.76;patch_13.11
Brand;Mage;MID;D;34.75;-2.93;48.05%;16.62%;0.68%;3.70%;1.97;patch_13.11
Braum;Support;SUPPORT;B;46.49;0.23;50.23%;98.00%;2.68%;0.44%;2.78;patch_13.11
Caitlyn;Marksman;ADC;A;49.55;-6.7;48.13%;94.89%;9.39%;6.48%;2.11;patch_13.11
Camille;Fighter;TOP;A;51.49;-1.03;50.55%;93.41%;3.29%;1.74%;1.91;patch_13.11
Cassiopeia;Mage;MID;A;48.51;0.45;52.36%;70.83%;1.96%;2.09%;2.19;patch_13.11
Cassiopeia;Mage;TOP;C;39.37;1.36;52.82%;18.95%;0.55%;2.09%;1.93;patch_13.11
Cho'Gath;Tank;TOP;A;53.31;0.62;52.05%;65.80%;2.92%;1.30%;2.07;patch_13.11
Cho'Gath;Tank;MID;B;43.65;-0.53;51.64%;19.03%;0.72%;1.30%;2.35;patch_13.11
Corki;Marksman;MID;C;37.46;-3.09;48.24%;87.81%;1.13%;0.20%;2.14;patch_13.11
Darius;Fighter;TOP;God;87.19;1.96;49.23%;93.12%;7.99%;17.87%;1.81;patch_13.11
Diana;Fighter;MID;B;43.05;-1.56;51.02%;25.68%;1.22%;1.46%;2.13;patch_13.11
Diana;Fighter;JUNGLE;B;42.02;-3.79;49.21%;71.78%;3.38%;1.46%;2.32;patch_13.11
Dr. Mundo;Marksman;TOP;A;53.17;4.5;52.87%;87.59%;2.74%;2.70%;1.91;patch_13.11
Draven;Fighter;ADC;A;49.1;2.44;50.27%;95.38%;6.63%;19.58%;2.14;patch_13.11
Ekko;Assassin;JUNGLE;A;50.56;-1.64;49.74%;62.39%;4.63%;2.97%;2.64;patch_13.11
Ekko;Assassin;MID;B;45.93;-1.78;50.00%;34.44%;2.48%;2.97%;2.19;patch_13.11
Elise;Mage;JUNGLE;C;35.51;-9.06;48.11%;93.13%;1.93%;2.15%;2.68;patch_13.11
Evelynn;Assassin;JUNGLE;A;54.7;1.25;50.71%;97.89%;4.51%;8.40%;2.91;patch_13.11
Ezreal;Marksman;ADC;God;92.82;6.1;50.37%;85.18%;20.40%;7.80%;2.5;patch_13.11
Ezreal;Marksman;MID;B;41.03;0.0;46.62%;12.90%;2.94%;7.80%;2.06;patch_13.11
Fiddlesticks;Mage;JUNGLE;A;48.64;-1.53;51.22%;78.56%;3.35%;3.10%;2.74;patch_13.11
Fiddlesticks;Mage;SUPPORT;C;38.01;-3.18;51.06%;13.31%;0.55%;2.98%;2.02;patch_13.11
Fiora;Fighter;TOP;S;69.16;-4.7;50.67%;97.51%;5.57%;13.40%;1.68;patch_13.11
Fizz;Assassin;MID;S;60.9;-0.42;51.00%;94.85%;5.51%;8.18%;2.4;patch_13.11
Galio;Tank;MID;B;46.16;-2.26;50.49%;76.97%;1.64%;0.32%;2.64;patch_13.11
Galio;Tank;SUPPORT;C;35.94;-4.78;49.51%;18.25%;0.38%;0.32%;2.33;patch_13.11
Gangplank;Fighter;TOP;S;58.63;10.77;49.77%;85.67%;4.59%;4.05%;1.92;patch_13.11
Gangplank;Fighter;MID;B;42.62;5.2;51.40%;13.55%;0.78%;4.13%;2.19;patch_13.11
Garen;Fighter;TOP;S;70.34;-0.16;50.79%;86.72%;6.13%;2.13%;1.99;patch_13.11
Gnar;Fighter;TOP;B;42.64;-1.73;48.15%;96.23%;2.81%;0.51%;1.82;patch_13.11
Gragas;Fighter;JUNGLE;B;44.93;-7.31;48.05%;49.27%;3.95%;3.70%;2.75;patch_13.11
Gragas;Fighter;TOP;B;41.38;-12.81;46.49%;34.76%;2.90%;3.70%;1.97;patch_13.11
Gragas;Fighter;MID;C;38.04;-6.92;48.45%;11.11%;0.90%;3.70%;2.3;patch_13.11
Graves;Marksman;JUNGLE;S;70.86;5.43;50.14%;91.64%;8.85%;4.90%;2.61;patch_13.11
Gwen;Fighter;TOP;A;51.26;-2.98;49.75%;91.20%;3.75%;2.21%;1.69;patch_13.11
Hecarim;Fighter;JUNGLE;S;57.94;4.64;49.56%;99.09%;5.92%;10.05%;2.63;patch_13.11
Heimerdinger;Mage;MID;B;43.72;-0.65;52.73%;22.82%;0.71%;1.50%;1.98;patch_13.11
Heimerdinger;Mage;SUPPORT;B;40.5;-2.25;51.15%;47.27%;1.38%;1.50%;1.92;patch_13.11
Heimerdinger;Mage;TOP;D;34.04;3.63;50.98%;20.15%;0.60%;1.56%;1.66;patch_13.11
Illaoi;Fighter;TOP;S;60.13;-2.04;50.17%;93.96%;4.72%;11.62%;1.4;patch_13.11
Irelia;Fighter;TOP;A;54.05;-3.4;49.02%;52.36%;4.11%;11.07%;1.61;patch_13.11
Irelia;Fighter;MID;A;47.61;-1.87;49.13%;46.00%;3.67%;11.07%;1.81;patch_13.11
Ivern;Support;JUNGLE;S;59.51;0.52;53.49%;60.09%;3.48%;7.60%;3.59;patch_13.11
Ivern;Support;TOP;B;40.6;0.0;50.54%;22.47%;1.22%;7.60%;2.12;patch_13.11
Ivern;Support;SUPPORT;C;38.52;-4.24;49.76%;10.59%;0.58%;7.60%;2.66;patch_13.11
Janna;Support;SUPPORT;S;58.44;-0.49;51.99%;98.75%;4.92%;1.48%;3.13;patch_13.11
Jarvan IV;Tank;JUNGLE;S;62.98;2.12;51.58%;92.08%;5.90%;2.57%;3.21;patch_13.11
Jax;Fighter;TOP;God;93.02;0.47;51.91%;84.98%;8.21%;16.48%;1.72;patch_13.11
Jax;Fighter;JUNGLE;D;28.64;-12.5;47.57%;11.84%;1.14%;16.48%;2.12;patch_13.11
Jayce;Fighter;TOP;A;55.25;-3.06;49.37%;68.67%;4.32%;3.21%;1.8;patch_13.11
Jayce;Fighter;MID;B;45.05;0.7;50.87%;29.22%;1.83%;3.21%;2.14;patch_13.11
Jhin;Marksman;ADC;God;75.92;-18.73;50.76%;96.46%;14.29%;5.91%;2.85;patch_13.11
Jinx;Marksman;ADC;A;52.77;-11.02;49.02%;98.07%;10.03%;2.42%;2.23;patch_13.11
K'Sante;Fighter;TOP;S;61.84;-14.83;45.41%;85.52%;6.45%;6.07%;1.82;patch_13.11
K'Sante;Fighter;MID;D;30.03;-5.09;45.03%;12.40%;0.99%;6.07%;1.93;patch_13.11
Kai'Sa;Marksman;ADC;God;89.74;36.24;51.41%;87.03%;19.43%;4.57%;2.45;patch_13.11
Kai'Sa;Marksman;MID;A;48.07;0.0;51.34%;10.45%;2.30%;4.57%;2.2;patch_13.11
Kalista;Marksman;ADC;D;27.74;1.79;48.64%;88.47%;2.31%;0.69%;2.15;patch_13.11
Karma;Mage;SUPPORT;A;50.8;3.25;48.25%;89.14%;5.30%;1.03%;2.56;patch_13.11
Karthus;Mage;ADC;B;40.27;5.02;54.87%;32.77%;1.44%;3.63%;2.29;patch_13.11
Karthus;Mage;JUNGLE;C;39.82;-1.67;50.46%;48.90%;2.00%;3.63%;2.48;patch_13.11
Karthus;Mage;MID;C;39.29;-2.36;50.21%;10.03%;0.41%;3.63%;2.24;patch_13.11
Kassadin;Assassin;MID;B;46.99;1.76;50.83%;95.43%;1.74%;3.03%;2.58;patch_13.11
Katarina;Assassin;MID;S;62.56;-0.25;47.65%;95.09%;7.66%;11.93%;2.18;patch_13.11
Kayle;Fighter;TOP;S;62.72;-6.13;52.95%;83.51%;4.32%;3.00%;1.83;patch_13.11
Kayle;Fighter;MID;A;48.15;5.66;54.69%;13.49%;0.57%;3.00%;2.2;patch_13.11
Kayn;Fighter;JUNGLE;God;76.25;15.12;50.75%;93.86%;9.54%;9.43%;2.43;patch_13.11
Kennen;Mage;TOP;B;45.27;1.2;49.23%;80.77%;2.73%;2.40%;1.88;patch_13.11
Kennen;Mage;MID;B;40.96;-4.7;50.88%;14.74%;0.47%;2.40%;2.28;patch_13.11
Kha'Zix;Assassin;JUNGLE;God;93.03;-0.59;51.00%;99.04%;10.58%;24.57%;2.62;patch_13.11
Kindred;Marksman;JUNGLE;God;86.04;22.4;52.78%;96.50%;9.12%;18.69%;2.43;patch_13.11
Kled;Fighter;TOP;A;48.37;-2.69;52.32%;88.97%;1.91%;1.37%;2.18;patch_13.11
Kog'Maw;Marksman;ADC;D;34.23;-20.0;50.57%;91.58%;2.95%;5.65%;2.12;patch_13.11
LeBlanc;Assassin;MID;God;87.96;35.8;51.05%;89.20%;9.64%;22.71%;2.69;patch_13.11
Lee Sin;Fighter;JUNGLE;God;77.09;16.25;47.81%;92.67%;11.32%;5.23%;2.65;patch_13.11
Leona;Tank;SUPPORT;A;57.56;6.32;51.72%;98.21%;5.55%;3.53%;2.42;patch_13.11
Lillia;Fighter;JUNGLE;A;50.51;-0.27;51.51%;85.96%;3.66%;1.69%;2.77;patch_13.11
Lillia;Fighter;TOP;C;38.81;7.36;52.14%;11.17%;0.56%;1.94%;2.05;patch_13.11
Lissandra;Mage;MID;A;50.85;0.35;51.30%;93.18%;2.87%;1.48%;2.42;patch_13.11
Lucian;Marksman;ADC;A;53.06;-21.31;48.24%;94.21%;10.37%;5.64%;2.21;patch_13.11
Lulu;Support;SUPPORT;S;59.5;-2.1;47.48%;96.97%;7.48%;7.56%;2.82;patch_13.11
